threshold,f1,auroc,score
0.1,0.7486323063633746,0.7222653978324082,0.7354488520978915
0.11,0.7486323063633746,0.7222653978324082,0.7354488520978915
0.12,0.7486323063633746,0.7222653978324082,0.7354488520978915
0.13,0.7486323063633746,0.7222653978324082,0.7354488520978915
0.13999999999999999,0.7486323063633746,0.7222653978324082,0.7354488520978915
0.14999999999999997,0.7490636704119851,0.7222653978324082,0.7356645341221966
0.15999999999999998,0.7497116493656286,0.7222653978324082,0.7359885235990185
0.16999999999999998,0.7497116493656286,0.7222653978324082,0.7359885235990185
0.17999999999999997,0.7512279687951459,0.7222653978324082,0.736746683313777
0.18999999999999995,0.7520971940989297,0.7222653978324082,0.737181295965669
0.19999999999999996,0.7523201856148491,0.7222653978324082,0.7372927917236287
0.20999999999999996,0.7538595980192252,0.7222653978324082,0.7380624979258167
0.21999999999999995,0.7571679344645992,0.7222653978324082,0.7397166661485037
0.22999999999999993,0.7590255356618726,0.7222653978324082,0.7406454667471404
0.23999999999999994,0.7598587404355504,0.7222653978324082,0.7410620691339793
0.24999999999999994,0.7628622117090479,0.7222653978324082,0.742563804770728
0.2599999999999999,0.764164936220706,0.7222653978324082,0.7432151670265571
0.2699999999999999,0.7653365098272782,0.7222653978324082,0.7438009538298431
0.2799999999999999,0.7667464114832536,0.7222653978324082,0.7445059046578308
0.2899999999999999,0.7678464307138573,0.7222653978324082,0.7450559142731328
0.29999999999999993,0.7691844718627746,0.7222653978324082,0.7457249348475914
0.3099999999999999,0.7713681667170039,0.7222653978324082,0.746816782274706
0.3199999999999999,0.771376591873863,0.7222653978324082,0.7468209948531356
0.3299999999999999,0.7717159402621152,0.7222653978324082,0.7469906690472616
0.33999999999999986,0.7719620446893174,0.7222653978324082,0.7471137212608627
0.34999999999999987,0.7727832512315271,0.7222653978324082,0.7475243245319676
0.3599999999999999,0.7732342007434945,0.7222653978324082,0.7477497992879514
0.3699999999999999,0.771864301276066,0.7222653978324082,0.7470648495542371
0.3799999999999999,0.7700969659055364,0.7222653978324082,0.7461811818689723
0.38999999999999985,0.7706826045926392,0.7222653978324082,0.7464740012125237
0.39999999999999986,0.7694743508549715,0.7222653978324082,0.7458698743436898
0.40999999999999986,0.7698691350143633,0.7222653978324082,0.7460672664233857
0.4199999999999998,0.7706598334401025,0.7222653978324082,0.7464626156362553
0.4299999999999998,0.7705181847441261,0.7222653978324082,0.7463917912882672
0.43999999999999984,0.7702790395846852,0.7222653978324082,0.7462722187085467
0.44999999999999984,0.7704864511916422,0.7222653978324082,0.7463759245120252
0.45999999999999985,0.770949720670391,0.7222653978324082,0.7466075592513997
0.4699999999999998,0.769893899204244,0.7222653978324082,0.7460796485183261
0.4799999999999998,0.7693337797120857,0.7222653978324082,0.745799588772247
0.4899999999999998,0.7682432432432432,0.7222653978324082,0.7452543205378257
0.4999999999999998,0.7687051588657329,0.7222653978324082,0.7454852783490705
0.5099999999999998,0.7656788421778085,0.7222653978324082,0.7439721200051084
0.5199999999999998,0.7607105538140021,0.7222653978324082,0.7414879758232051
0.5299999999999998,0.7552891396332864,0.7222653978324082,0.7387772687328473
0.5399999999999998,0.7533759772565742,0.7222653978324082,0.7378206875444913
0.5499999999999998,0.752247393024092,0.7222653978324082,0.73725639542825
0.5599999999999998,0.7478899082568807,0.7222653978324082,0.7350776530446445
0.5699999999999997,0.7440298507462687,0.7222653978324082,0.7331476242893384
0.5799999999999997,0.7372013651877133,0.7222653978324082,0.7297333815100607
0.5899999999999997,0.7271323813199537,0.7222653978324082,0.724698889576181
0.5999999999999998,0.7222222222222222,0.7222653978324082,0.7222438100273152
0.6099999999999998,0.7079504594486616,0.7222653978324082,0.7151079286405349
0.6199999999999998,0.699060841159657,0.7222653978324082,0.7106631194960327
0.6299999999999998,0.6869528970404335,0.7222653978324082,0.7046091474364209
0.6399999999999997,0.674061433447099,0.7222653978324082,0.6981634156397536
0.6499999999999997,0.6620390455531453,0.7222653978324082,0.6921522216927767
0.6599999999999997,0.6460176991150443,0.7222653978324082,0.6841415484737262
0.6699999999999997,0.6278755074424899,0.7222653978324082,0.675070452637449
0.6799999999999997,0.6126209120221097,0.7222653978324082,0.6674431549272589
0.6899999999999997,0.5990610328638498,0.7222653978324082,0.660663215348129
0.6999999999999997,0.5897558640497846,0.7222653978324082,0.6560106309410965
0.7099999999999997,0.5690499510284035,0.7222653978324082,0.6456576744304059
0.7199999999999998,0.5474635861376193,0.7222653978324082,0.6348644919850137
0.7299999999999996,0.5242518059855521,0.7222653978324082,0.6232586019089801
0.7399999999999997,0.4965370271710176,0.7222653978324082,0.6094012125017129
0.7499999999999997,0.4643249176728869,0.7222653978324082,0.5932951577526475
0.7599999999999997,0.4300341296928328,0.7222653978324082,0.5761497637626205
0.7699999999999997,0.38044126416219437,0.7222653978324082,0.5513533309973013
0.7799999999999997,0.3252336448598131,0.7222653978324082,0.5237495213461106
0.7899999999999997,0.26229508196721313,0.7222653978324082,0.4922802398998106
0.7999999999999996,0.1769177608845888,0.7222653978324082,0.44959157935849847
0.8099999999999996,0.11366906474820145,0.7222653978324082,0.41796723129030483
0.8199999999999996,0.07941176470588235,0.7222653978324082,0.4008385812691453
0.8299999999999996,0.042042042042042045,0.7222653978324082,0.38215371993722513
0.8399999999999996,0.01827875095201828,0.7222653978324082,0.3702720743922132
0.8499999999999996,0.0030721966205837174,0.7222653978324082,0.3626687972264959
0.8599999999999997,0.0015372790161414297,0.7222653978324082,0.3619013384242748
0.8699999999999997,0.0,0.7222653978324082,0.3611326989162041
0.8799999999999997,0.0,0.7222653978324082,0.3611326989162041
0.8899999999999996,0.0,0.7222653978324082,0.3611326989162041
0.8999999999999996,0.0,0.7222653978324082,0.3611326989162041
